time	phase	flux	fluxerr			phase	flux		
2460530.440	0.994	0.993018	0.000404			1.994	0.993018		
2460530.450	0.995	0.992920	0.000066			1.995	0.992920		
2460530.460	0.996	0.992910	0.000169			1.996	0.992910		
2460530.470	0.997	0.992493	0.000108			1.997	0.992493		
2460530.480	0.998	0.992965	0.000472			1.998	0.992965		
2460530.490	0.999	0.992654	0.000338			1.999	0.992654		
2460530.500	0.000	0.992663	0.000457			2	0.992663		
2460530.510	0.001	0.992663	0.000457						
2460530.520	0.002	0.992440	0.000132						
2460530.530	0.003	0.992666	0.000249						
2460530.540	0.004	0.992470	0.000134						
2460530.550	0.005	0.992606	0.000142						
2460530.560	0.006	0.992834	0.000108						
2460530.570	0.007	0.992936	0.000101						
2460530.580	0.008	0.992674	0.000059						
2460530.590	0.009	0.992970	0.000004						
2460530.600	0.010	0.992863	0.000261						
2460530.610	0.011	0.993494	0.000411						
2460530.620	0.012	0.998066	0.000030						
2460530.630	0.013	1.000160	0.000190						
2460530.640	0.014	1.000265	0.000085						
2460530.650	0.015	0.999933	0.000044						
2460530.660	0.016	0.999953	0.000062						
2460530.670	0.017	0.999870	0.000289						
2460530.680	0.018	1.000331	0.000211						
2460530.690	0.019	1.000084	0.000424						
2460530.700	0.020	1.000361	0.000302						
2460530.710	0.021	1.000355	0.000041						
2460530.720	0.022	1.000398	0.000127						
2460530.730	0.023	1.000041	0.000078						
2460530.740	0.024	1.000365	0.000074						
2460530.750	0.025	1.000172	0.000296						
2460530.760	0.026	1.000232	0.000294						
2460530.770	0.027	1.000325	0.000410						
2460530.780	0.028	1.000152	0.000257						
2460530.790	0.029	1.000089	0.000380						
2460530.800	0.030	1.000097	0.000378						
2460530.810	0.031	1.000059	0.000114						
2460530.820	0.032	1.000403	0.000361						
2460530.830	0.033	1.000434	0.000125						
2460530.840	0.034	1.000334	0.000459						
2460530.850	0.035	1.000151	0.000266						
2460530.860	0.036	1.000061	0.000201						
2460530.870	0.037	1.000195	0.000406						
2460530.880	0.038	1.000456	0.000193						
2460530.890	0.039	1.000121	0.000046						
2460530.900	0.040	1.000249	0.000034						
2460530.910	0.041	1.000082	0.000285						
2460530.920	0.042	1.000222	0.000217						
2460530.930	0.043	1.000381	0.000375						
2460530.940	0.044	1.000429	0.000335						
2460530.950	0.045	1.000281	0.000415						
2460530.960	0.046	1.000278	0.000489						
2460530.970	0.047	1.000002	0.000172						
2460530.980	0.048	0.999978	0.000477						
2460530.990	0.049	1.000211	0.000266						
2460531.000	0.050	1.000180	0.000282						
2460531.010	0.051	1.000293	0.000437						
2460531.020	0.052	1.000027	0.000162						
2460531.030	0.053	1.000119	0.000179						
2460531.040	0.054	1.000282	0.000399						
2460531.050	0.055	1.000303	0.000072						
2460531.060	0.056	1.000097	0.000063						
2460531.070	0.057	1.000332	0.000358						
2460531.080	0.058	1.000367	0.000118						
2460531.090	0.059	1.000182	0.000366						
2460531.100	0.060	1.000278	0.000163						
2460531.110	0.061	1.000357	0.000487						
2460531.120	0.062	0.999939	0.000078						
2460531.130	0.063	1.000072	0.000260						
2460531.140	0.064	1.000335	0.000306						
2460531.150	0.065	1.000011	0.000333						
2460531.160	0.066	1.000394	0.000297						
2460531.170	0.067	0.999928	0.000308						
2460531.180	0.068	1.000146	0.000225						
2460531.190	0.069	1.000009	0.000380						
2460531.200	0.070	1.000394	0.000276						
2460531.210	0.071	1.000082	0.000177						
2460531.220	0.072	1.000078	0.000076						
2460531.230	0.073	0.999891	0.000004						
2460531.240	0.074	1.000150	0.000348						
2460531.250	0.075	1.000065	0.000176						
2460531.260	0.076	1.000449	0.000486						
2460531.270	0.077	1.000230	0.000310						
2460531.280	0.078	1.000145	0.000135						
2460531.290	0.079	0.999959	0.000434						
2460531.300	0.080	1.000268	0.000177						
2460531.310	0.081	0.999932	0.000404						
2460531.320	0.082	1.000328	0.000379						
2460531.330	0.083	1.000429	0.000435						
2460531.340	0.084	1.000208	0.000385						
2460531.350	0.085	1.000248	0.000047						
2460531.360	0.086	1.000240	0.000410						
2460531.370	0.087	1.000300	0.000123						
2460531.380	0.088	1.000133	0.000273						
2460531.390	0.089	1.000253	0.000353						
2460531.400	0.090	1.000272	0.000452						
2460531.410	0.091	1.000305	0.000165						
2460531.420	0.092	0.999825	0.000097						
2460531.430	0.093	1.000244	0.000017						
2460531.440	0.094	1.000420	0.000149						
2460531.450	0.095	1.000422	0.000163						
2460531.460	0.096	1.000333	0.000097						
2460531.470	0.097	1.000326	0.000081						
2460531.480	0.098	1.000023	0.000017						
2460531.490	0.099	1.000135	0.000481						
2460531.500	0.100	1.000046	0.000240						
2460531.510	0.101	1.000466	0.000338						
2460531.520	0.102	1.000286	0.000494						
2460531.530	0.103	0.999957	0.000372						
2460531.540	0.104	1.000247	0.000348						
2460531.550	0.105	0.999993	0.000211						
2460531.560	0.106	1.000272	0.000355						
2460531.570	0.107	1.000330	0.000343						
2460531.580	0.108	1.000156	0.000205						
2460531.590	0.109	1.000029	0.000010						
2460531.600	0.110	1.000122	0.000301						
2460531.610	0.111	1.000102	0.000447						
2460531.620	0.112	1.000027	0.000151						
2460531.630	0.113	1.000248	0.000132						
2460531.640	0.114	1.000475	0.000122						
2460531.650	0.115	1.000051	0.000163						
2460531.660	0.116	1.000146	0.000203						
2460531.670	0.117	1.000218	0.000123						
2460531.680	0.118	0.999952	0.000237						
2460531.690	0.119	1.000378	0.000328						
2460531.700	0.120	1.000467	0.000202						
2460531.710	0.121	1.000382	0.000207						
2460531.720	0.122	1.000046	0.000500						
2460531.730	0.123	0.999902	0.000038						
2460531.740	0.124	1.000120	0.000341						
2460531.750	0.125	1.000064	0.000342						
2460531.760	0.126	1.000381	0.000093						
2460531.770	0.127	1.000131	0.000482						
2460531.780	0.128	1.000138	0.000467						
2460531.790	0.129	1.000277	0.000297						
2460531.800	0.130	0.999920	0.000068						
2460531.810	0.131	1.000360	0.000119						
2460531.820	0.132	1.000400	0.000298						
2460531.830	0.133	1.000035	0.000229						
2460531.840	0.134	1.000240	0.000492						
2460531.850	0.135	1.000112	0.000368						
2460531.860	0.136	1.000378	0.000315						
2460531.870	0.137	0.999915	0.000349						
2460531.880	0.138	1.000299	0.000297						
2460531.890	0.139	1.000029	0.000124						
2460531.900	0.140	0.999978	0.000263						
2460531.910	0.141	1.000151	0.000114						
2460531.920	0.142	1.000293	0.000229						
2460531.930	0.143	0.999986	0.000000						
2460531.940	0.144	1.000099	0.000453						
2460531.950	0.145	1.000497	0.000331						
2460531.960	0.146	1.000186	0.000282						
2460531.970	0.147	1.000062	0.000145						
2460531.980	0.148	0.999975	0.000312						
2460531.990	0.149	1.000015	0.000430						
2460532.000	0.150	1.000167	0.000249						
2460532.010	0.151	1.000266	0.000464						
2460532.020	0.152	1.000447	0.000099						
2460532.030	0.153	1.000353	0.000453						
2460532.040	0.154	1.000210	0.000001						
2460532.050	0.155	1.000184	0.000260						
2460532.060	0.156	1.000394	0.000286						
2460532.070	0.157	1.000181	0.000051						
2460532.080	0.158	1.000311	0.000329						
2460532.090	0.159	1.000081	0.000121						
2460532.100	0.160	1.000110	0.000066						
2460532.110	0.161	1.000285	0.000114						
2460532.120	0.162	0.999985	0.000271						
2460532.130	0.163	1.000047	0.000264						
2460532.140	0.164	1.000419	0.000125						
2460532.150	0.165	1.000317	0.000075						
2460532.160	0.166	1.000115	0.000318						
2460532.170	0.167	1.000250	0.000237						
2460532.180	0.168	0.999936	0.000154						
2460532.190	0.169	1.000083	0.000387						
2460532.200	0.170	1.000373	0.000229						
2460532.210	0.171	1.000068	0.000395						
2460532.220	0.172	1.000309	0.000487						
2460532.230	0.173	1.000068	0.000409						
2460532.240	0.174	1.000169	0.000361						
2460532.250	0.175	1.000270	0.000139						
2460532.260	0.176	1.000202	0.000078						
2460532.270	0.177	1.000287	0.000022						
2460532.280	0.178	0.999941	0.000092						
2460532.290	0.179	1.000255	0.000025						
2460532.300	0.180	1.000312	0.000495						
2460532.310	0.181	1.000394	0.000128						
2460532.320	0.182	1.000309	0.000053						
2460532.330	0.183	1.000237	0.000272						
2460532.340	0.184	1.000096	0.000118						
2460532.350	0.185	1.000118	0.000301						
2460532.360	0.186	1.000295	0.000344						
2460532.370	0.187	1.000135	0.000386						
2460532.380	0.188	1.000144	0.000295						
2460532.390	0.189	1.000097	0.000386						
2460532.400	0.190	1.000396	0.000220						
2460532.410	0.191	1.000246	0.000374						
2460532.420	0.192	0.999815	0.000018						
2460532.430	0.193	1.000342	0.000306						
2460532.440	0.194	1.000268	0.000314						
2460532.450	0.195	1.000471	0.000452						
2460532.460	0.196	1.000162	0.000180						
2460532.470	0.197	1.000039	0.000495						
2460532.480	0.198	1.000085	0.000073						
2460532.490	0.199	0.999971	0.000198						
2460532.500	0.200	1.000174	0.000422						
2460532.510	0.201	1.000193	0.000358						
2460532.520	0.202	1.000038	0.000200						
2460532.530	0.203	1.000258	0.000258						
2460532.540	0.204	0.999837	0.000017						
2460532.550	0.205	1.000180	0.000068						
2460532.560	0.206	1.000324	0.000237						
2460532.570	0.207	1.000162	0.000152						
2460532.580	0.208	1.000453	0.000102						
2460532.590	0.209	1.000298	0.000465						
2460532.600	0.210	1.000288	0.000224						
2460532.610	0.211	1.000082	0.000218						
2460532.620	0.212	1.000353	0.000298						
2460532.630	0.213	1.000445	0.000462						
2460532.640	0.214	1.000366	0.000498						
2460532.650	0.215	1.000174	0.000457						
2460532.660	0.216	1.000257	0.000196						
2460532.670	0.217	1.000120	0.000168						
2460532.680	0.218	0.999986	0.000313						
2460532.690	0.219	1.000433	0.000057						
2460532.700	0.220	1.000418	0.000301						
2460532.710	0.221	1.000027	0.000043						
2460532.720	0.222	1.000344	0.000283						
2460532.730	0.223	1.000107	0.000261						
2460532.740	0.224	0.999913	0.000015						
2460532.750	0.225	1.000156	0.000357						
2460532.760	0.226	1.000205	0.000400						
2460532.770	0.227	1.000148	0.000491						
2460532.780	0.228	1.000333	0.000014						
2460532.790	0.229	1.000051	0.000246						
2460532.800	0.230	1.000173	0.000105						
2460532.810	0.231	1.000167	0.000041						
2460532.820	0.232	1.000041	0.000062						
2460532.830	0.233	1.000468	0.000334						
2460532.840	0.234	1.000311	0.000469						
2460532.850	0.235	0.999961	0.000089						
2460532.860	0.236	0.999941	0.000486						
2460532.870	0.237	1.000181	0.000089						
2460532.880	0.238	1.000325	0.000295						
2460532.890	0.239	1.000402	0.000461						
2460532.900	0.240	1.000015	0.000434						
2460532.910	0.241	1.000176	0.000031						
2460532.920	0.242	0.999911	0.000268						
2460532.930	0.243	1.000003	0.000038						
2460532.940	0.244	1.000470	0.000355						
2460532.950	0.245	1.000076	0.000257						
2460532.960	0.246	1.000298	0.000430						
2460532.970	0.247	1.000035	0.000395						
2460532.980	0.248	1.000245	0.000107						
2460532.990	0.249	1.000168	0.000283						
2460533.000	0.250	1.000271	0.000146						
2460533.010	0.251	1.000009	0.000032						
2460533.020	0.252	1.000191	0.000029						
2460533.030	0.253	1.000356	0.000468						
2460533.040	0.254	0.999949	0.000261						
2460533.050	0.255	1.000010	0.000422						
2460533.060	0.256	1.000306	0.000092						
2460533.070	0.257	1.000159	0.000018						
2460533.080	0.258	1.000459	0.000498						
2460533.090	0.259	1.000361	0.000431						
2460533.100	0.260	1.000007	0.000412						
2460533.110	0.261	1.000053	0.000460						
2460533.120	0.262	1.000404	0.000373						
2460533.130	0.263	1.000027	0.000173						
2460533.140	0.264	1.000224	0.000095						
2460533.150	0.265	1.000321	0.000294						
2460533.160	0.266	0.999954	0.000166						
2460533.170	0.267	1.000358	0.000103						
2460533.180	0.268	1.000309	0.000461						
2460533.190	0.269	1.000164	0.000126						
2460533.200	0.270	1.000135	0.000221						
2460533.210	0.271	1.000217	0.000092						
2460533.220	0.272	1.000078	0.000170						
2460533.230	0.273	0.999962	0.000162						
2460533.240	0.274	1.000302	0.000125						
2460533.250	0.275	1.000189	0.000061						
2460533.260	0.276	1.000493	0.000058						
2460533.270	0.277	1.000464	0.000468						
2460533.280	0.278	1.000045	0.000157						
2460533.290	0.279	0.999819	0.000033						
2460533.300	0.280	1.000210	0.000046						
2460533.310	0.281	1.000086	0.000161						
2460533.320	0.282	1.000024	0.000463						
2460533.330	0.283	1.000316	0.000344						
2460533.340	0.284	1.000043	0.000413						
2460533.350	0.285	0.999873	0.000456						
2460533.360	0.286	0.999902	0.000489						
2460533.370	0.287	1.000218	0.000414						
2460533.380	0.288	1.000489	0.000034						
2460533.390	0.289	1.000270	0.000378						
2460533.400	0.290	1.000232	0.000246						
2460533.410	0.291	1.000175	0.000147						
2460533.420	0.292	1.000238	0.000228						
2460533.430	0.293	1.000376	0.000322						
2460533.440	0.294	1.000260	0.000180						
2460533.450	0.295	1.000100	0.000208						
2460533.460	0.296	1.000319	0.000360						
2460533.470	0.297	0.999989	0.000037						
2460533.480	0.298	1.000188	0.000214						
2460533.490	0.299	1.000186	0.000334						
2460533.500	0.300	1.000399	0.000410						
2460533.510	0.301	1.000242	0.000410						
2460533.520	0.302	1.000315	0.000187						
2460533.530	0.303	1.000097	0.000228						
2460533.540	0.304	1.000297	0.000476						
2460533.550	0.305	1.000297	0.000260						
2460533.560	0.306	1.000315	0.000198						
2460533.570	0.307	1.000454	0.000098						
2460533.580	0.308	1.000169	0.000496						
2460533.590	0.309	1.000174	0.000349						
2460533.600	0.310	1.000001	0.000454						
2460533.610	0.311	1.000142	0.000489						
2460533.620	0.312	1.000448	0.000015						
2460533.630	0.313	1.000288	0.000203						
2460533.640	0.314	1.000424	0.000024						
2460533.650	0.315	1.000021	0.000193						
2460533.660	0.316	1.000272	0.000003						
2460533.670	0.317	0.999986	0.000437						
2460533.680	0.318	0.999953	0.000432						
2460533.690	0.319	1.000242	0.000115						
2460533.700	0.320	1.000058	0.000428						
2460533.710	0.321	1.000255	0.000232						
2460533.720	0.322	1.000277	0.000217						
2460533.730	0.323	0.999813	0.000418						
2460533.740	0.324	1.000292	0.000044						
2460533.750	0.325	1.000391	0.000163						
2460533.760	0.326	1.000089	0.000122						
2460533.770	0.327	1.000012	0.000337						
2460533.780	0.328	1.000305	0.000257						
2460533.790	0.329	1.000117	0.000265						
2460533.800	0.330	0.999916	0.000034						
2460533.810	0.331	1.000425	0.000045						
2460533.820	0.332	1.000116	0.000397						
2460533.830	0.333	1.000323	0.000132						
2460533.840	0.334	1.000253	0.000321						
2460533.850	0.335	1.000062	0.000189						
2460533.860	0.336	0.999950	0.000249						
2460533.870	0.337	1.000007	0.000028						
2460533.880	0.338	1.000475	0.000353						
2460533.890	0.339	1.000237	0.000216						
2460533.900	0.340	1.000263	0.000302						
2460533.910	0.341	1.000000	0.000456						
2460533.920	0.342	1.000251	0.000032						
2460533.930	0.343	1.000135	0.000348						
2460533.940	0.344	1.000115	0.000041						
2460533.950	0.345	1.000497	0.000286						
2460533.960	0.346	1.000149	0.000336						
2460533.970	0.347	1.000011	0.000362						
2460533.980	0.348	1.000195	0.000171						
2460533.990	0.349	1.000254	0.000029						
2460534.000	0.350	1.000080	0.000207						
2460534.010	0.351	1.000060	0.000481						
2460534.020	0.352	1.000279	0.000020						
2460534.030	0.353	1.000372	0.000228						
2460534.040	0.354	1.000068	0.000198						
2460534.050	0.355	0.999928	0.000013						
2460534.060	0.356	1.000136	0.000111						
2460534.070	0.357	1.000399	0.000135						
2460534.080	0.358	1.000336	0.000061						
2460534.090	0.359	1.000053	0.000422						
2460534.100	0.360	1.000089	0.000174						
2460534.110	0.361	0.999971	0.000350						
2460534.120	0.362	1.000303	0.000197						
2460534.130	0.363	1.000146	0.000267						
2460534.140	0.364	1.000400	0.000346						
2460534.150	0.365	1.000109	0.000254						
2460534.160	0.366	1.000318	0.000289						
2460534.170	0.367	0.999926	0.000145						
2460534.180	0.368	1.000334	0.000357						
2460534.190	0.369	1.000196	0.000215						
2460534.200	0.370	1.000036	0.000083						
2460534.210	0.371	1.000455	0.000401						
2460534.220	0.372	1.000194	0.000446						
2460534.230	0.373	1.000104	0.000083						
2460534.240	0.374	0.999903	0.000252						
2460534.250	0.375	1.000228	0.000202						
2460534.260	0.376	1.000137	0.000093						
2460534.270	0.377	1.000249	0.000379						
2460534.280	0.378	1.000352	0.000230						
2460534.290	0.379	0.999807	0.000085						
2460534.300	0.380	0.999915	0.000042						
2460534.310	0.381	1.000328	0.000317						
2460534.320	0.382	1.000390	0.000293						
2460534.330	0.383	1.000338	0.000022						
2460534.340	0.384	1.000106	0.000163						
2460534.350	0.385	1.000227	0.000225						
2460534.360	0.386	1.000107	0.000473						
2460534.370	0.387	1.000264	0.000132						
2460534.380	0.388	1.000466	0.000165						
2460534.390	0.389	1.000105	0.000330						
2460534.400	0.390	0.999979	0.000018						
2460534.410	0.391	1.000308	0.000449						
2460534.420	0.392	1.000152	0.000468						
2460534.430	0.393	1.000067	0.000111						
2460534.440	0.394	1.000429	0.000187						
2460534.450	0.395	1.000043	0.000073						
2460534.460	0.396	1.000305	0.000442						
2460534.470	0.397	1.000255	0.000013						
2460534.480	0.398	1.000233	0.000279						
2460534.490	0.399	1.000325	0.000124						
2460534.500	0.400	1.000290	0.000059						
2460534.510	0.401	1.000406	0.000418						
2460534.520	0.402	1.000237	0.000483						
2460534.530	0.403	1.000385	0.000151						
2460534.540	0.404	0.999876	0.000134						
2460534.550	0.405	0.999943	0.000063						
2460534.560	0.406	1.000244	0.000106						
2460534.570	0.407	1.000308	0.000318						
2460534.580	0.408	1.000183	0.000472						
2460534.590	0.409	1.000016	0.000176						
2460534.600	0.410	0.999964	0.000345						
2460534.610	0.411	1.000164	0.000278						
2460534.620	0.412	1.000286	0.000246						
2460534.630	0.413	1.000104	0.000471						
2460534.640	0.414	1.000105	0.000113						
2460534.650	0.415	1.000368	0.000090						
2460534.660	0.416	1.000349	0.000188						
2460534.670	0.417	0.999934	0.000449						
2460534.680	0.418	1.000127	0.000039						
2460534.690	0.419	1.000467	0.000430						
2460534.700	0.420	1.000099	0.000133						
2460534.710	0.421	1.000275	0.000002						
2460534.720	0.422	1.000040	0.000445						
2460534.730	0.423	1.000027	0.000322						
2460534.740	0.424	0.999979	0.000372						
2460534.750	0.425	1.000174	0.000105						
2460534.760	0.426	1.000474	0.000377						
2460534.770	0.427	1.000363	0.000247						
2460534.780	0.428	1.000111	0.000083						
2460534.790	0.429	0.999819	0.000051						
2460534.800	0.430	1.000253	0.000362						
2460534.810	0.431	0.999930	0.000362						
2460534.820	0.432	1.000383	0.000147						
2460534.830	0.433	1.000124	0.000332						
2460534.840	0.434	1.000338	0.000348						
2460534.850	0.435	1.000165	0.000171						
2460534.860	0.436	0.999908	0.000135						
2460534.870	0.437	1.000337	0.000466						
2460534.880	0.438	1.000168	0.000262						
2460534.890	0.439	1.000176	0.000271						
2460534.900	0.440	1.000144	0.000431						
2460534.910	0.441	0.999929	0.000185						
2460534.920	0.442	0.999809	0.000388						
2460534.930	0.443	1.000229	0.000452						
2460534.940	0.444	1.000043	0.000178						
2460534.950	0.445	1.000463	0.000417						
2460534.960	0.446	0.999965	0.000158						
2460534.970	0.447	0.999922	0.000469						
2460534.980	0.448	0.999978	0.000258						
2460534.990	0.449	1.000305	0.000083						
2460535.000	0.450	1.000173	0.000114						
2460535.010	0.451	1.000095	0.000250						
2460535.020	0.452	1.000014	0.000274						
2460535.030	0.453	0.999975	0.000288						
2460535.040	0.454	1.000181	0.000317						
2460535.050	0.455	1.000340	0.000390						
2460535.060	0.456	1.000287	0.000463						
2460535.070	0.457	1.000166	0.000358						
2460535.080	0.458	1.000089	0.000297						
2460535.090	0.459	1.000075	0.000439						
2460535.100	0.460	1.000074	0.000225						
2460535.110	0.461	0.999877	0.000206						
2460535.120	0.462	1.000398	0.000246						
2460535.130	0.463	1.000069	0.000290						
2460535.140	0.464	1.000324	0.000202						
2460535.150	0.465	1.000064	0.000354						
2460535.160	0.466	0.999807	0.000140						
2460535.170	0.467	1.000125	0.000218						
2460535.180	0.468	0.999985	0.000349						
2460535.190	0.469	1.000210	0.000388						
2460535.200	0.470	1.000263	0.000120						
2460535.210	0.471	1.000036	0.000050						
2460535.220	0.472	1.000151	0.000284						
2460535.230	0.473	0.999825	0.000474						
2460535.240	0.474	1.000341	0.000027						
2460535.250	0.475	1.000337	0.000070						
2460535.260	0.476	1.000383	0.000334						
2460535.270	0.477	1.000459	0.000100						
2460535.280	0.478	1.000206	0.000154						
2460535.290	0.479	1.000290	0.000004						
2460535.300	0.480	0.999928	0.000152						
2460535.310	0.481	1.000371	0.000351						
2460535.320	0.482	1.000194	0.000086						
2460535.330	0.483	1.000050	0.000262						
2460535.340	0.484	1.000183	0.000467						
2460535.350	0.485	1.000121	0.000470						
2460535.360	0.486	1.000024	0.000197						
2460535.370	0.487	1.000109	0.000252						
2460535.380	0.488	1.000091	0.000001						
2460535.390	0.489	1.000053	0.000306						
2460535.400	0.490	1.000263	0.000213						
2460535.410	0.491	1.000150	0.000262						
2460535.420	0.492	0.999869	0.000228						
2460535.430	0.493	1.000398	0.000452						
2460535.440	0.494	1.000327	0.000139						
2460535.450	0.495	1.000422	0.000357						
2460535.460	0.496	1.000119	0.000227						
2460535.470	0.497	1.000209	0.000022						
2460535.480	0.498	1.000155	0.000307						
2460535.490	0.499	0.999934	0.000329						
2460535.500	0.500	1.000158	0.000250						
2460535.510	0.501	1.000211	0.000474						
2460535.520	0.502	0.999954	0.000315						
2460535.530	0.503	1.000216	0.000343						
2460535.540	0.504	1.000032	0.000191						
2460535.550	0.505	1.000224	0.000140						
2460535.560	0.506	1.000111	0.000225						
2460535.570	0.507	1.000264	0.000147						
2460535.580	0.508	1.000283	0.000166						
2460535.590	0.509	1.000061	0.000402						
2460535.600	0.510	0.999876	0.000242						
2460535.610	0.511	0.999878	0.000122						
2460535.620	0.512	1.000323	0.000496						
2460535.630	0.513	1.000134	0.000436						
2460535.640	0.514	1.000378	0.000298						
2460535.650	0.515	1.000060	0.000159						
2460535.660	0.516	1.000144	0.000065						
2460535.670	0.517	1.000191	0.000081						
2460535.680	0.518	1.000351	0.000272						
2460535.690	0.519	1.000064	0.000348						
2460535.700	0.520	1.000419	0.000113						
2460535.710	0.521	1.000358	0.000040						
2460535.720	0.522	1.000371	0.000194						
2460535.730	0.523	0.999932	0.000252						
2460535.740	0.524	0.999965	0.000442						
2460535.750	0.525	1.000065	0.000492						
2460535.760	0.526	1.000266	0.000138						
2460535.770	0.527	1.000495	0.000042						
2460535.780	0.528	1.000007	0.000397						
2460535.790	0.529	1.000290	0.000472						
2460535.800	0.530	1.000134	0.000451						
2460535.810	0.531	0.999929	0.000149						
2460535.820	0.532	1.000341	0.000279						
2460535.830	0.533	1.000201	0.000074						
2460535.840	0.534	1.000018	0.000229						
2460535.850	0.535	1.000212	0.000360						
2460535.860	0.536	1.000273	0.000259						
2460535.870	0.537	1.000085	0.000405						
2460535.880	0.538	1.000274	0.000314						
2460535.890	0.539	1.000441	0.000191						
2460535.900	0.540	0.999996	0.000046						
2460535.910	0.541	0.999897	0.000187						
2460535.920	0.542	0.999991	0.000270						
2460535.930	0.543	1.000250	0.000207						
2460535.940	0.544	1.000101	0.000436						
2460535.950	0.545	1.000074	0.000457						
2460535.960	0.546	1.000105	0.000051						
2460535.970	0.547	1.000268	0.000161						
2460535.980	0.548	0.999865	0.000242						
2460535.990	0.549	0.999983	0.000229						
2460536.000	0.550	1.000293	0.000402						
2460536.010	0.551	1.000085	0.000247						
2460536.020	0.552	1.000420	0.000476						
2460536.030	0.553	1.000141	0.000069						
2460536.040	0.554	1.000244	0.000353						
2460536.050	0.555	1.000290	0.000434						
2460536.060	0.556	1.000336	0.000198						
2460536.070	0.557	1.000088	0.000148						
2460536.080	0.558	1.000456	0.000478						
2460536.090	0.559	1.000279	0.000074						
2460536.100	0.560	0.999855	0.000257						
2460536.110	0.561	1.000341	0.000203						
2460536.120	0.562	1.000309	0.000207						
2460536.130	0.563	1.000229	0.000468						
2460536.140	0.564	1.000485	0.000392						
2460536.150	0.565	1.000134	0.000248						
2460536.160	0.566	1.000248	0.000123						
2460536.170	0.567	1.000237	0.000496						
2460536.180	0.568	0.999908	0.000088						
2460536.190	0.569	1.000040	0.000198						
2460536.200	0.570	1.000426	0.000012						
2460536.210	0.571	0.999956	0.000489						
2460536.220	0.572	1.000298	0.000005						
2460536.230	0.573	1.000285	0.000403						
2460536.240	0.574	1.000382	0.000475						
2460536.250	0.575	1.000494	0.000044						
2460536.260	0.576	1.000476	0.000290						
2460536.270	0.577	1.000335	0.000310						
2460536.280	0.578	1.000281	0.000263						
2460536.290	0.579	1.000245	0.000124						
2460536.300	0.580	1.000286	0.000374						
2460536.310	0.581	1.000050	0.000162						
2460536.320	0.582	1.000297	0.000114						
2460536.330	0.583	1.000262	0.000084						
2460536.340	0.584	1.000281	0.000488						
2460536.350	0.585	0.999902	0.000013						
2460536.360	0.586	1.000090	0.000068						
2460536.370	0.587	1.000171	0.000431						
2460536.380	0.588	1.000070	0.000264						
2460536.390	0.589	1.000335	0.000374						
2460536.400	0.590	0.999992	0.000013						
2460536.410	0.591	1.000147	0.000202						
2460536.420	0.592	0.999961	0.000195						
2460536.430	0.593	1.000117	0.000363						
2460536.440	0.594	1.000176	0.000375						
2460536.450	0.595	1.000485	0.000213						
2460536.460	0.596	1.000279	0.000101						
2460536.470	0.597	1.000159	0.000153						
2460536.480	0.598	0.999909	0.000399						
2460536.490	0.599	1.000109	0.000124						
2460536.500	0.600	1.000107	0.000438						
2460536.510	0.601	1.000383	0.000495						
2460536.520	0.602	1.000057	0.000260						
2460536.530	0.603	1.000106	0.000372						
2460536.540	0.604	0.999977	0.000194						
2460536.550	0.605	0.999947	0.000283						
2460536.560	0.606	1.000468	0.000249						
2460536.570	0.607	1.000452	0.000248						
2460536.580	0.608	1.000025	0.000364						
2460536.590	0.609	1.000338	0.000051						
2460536.600	0.610	1.000109	0.000412						
2460536.610	0.611	1.000099	0.000320						
2460536.620	0.612	0.999908	0.000043						
2460536.630	0.613	1.000330	0.000119						
2460536.640	0.614	1.000232	0.000348						
2460536.650	0.615	1.000352	0.000352						
2460536.660	0.616	0.999919	0.000299						
2460536.670	0.617	1.000173	0.000155						
2460536.680	0.618	1.000145	0.000159						
2460536.690	0.619	1.000459	0.000456						
2460536.700	0.620	1.000094	0.000345						
2460536.710	0.621	1.000146	0.000209						
2460536.720	0.622	0.999927	0.000185						
2460536.730	0.623	0.999875	0.000264						
2460536.740	0.624	1.000397	0.000269						
2460536.750	0.625	1.000247	0.000122						
2460536.760	0.626	1.000210	0.000448						
2460536.770	0.627	1.000270	0.000362						
2460536.780	0.628	1.000030	0.000005						
2460536.790	0.629	0.999853	0.000475						
2460536.800	0.630	1.000267	0.000125						
2460536.810	0.631	1.000206	0.000201						
2460536.820	0.632	1.000333	0.000450						
2460536.830	0.633	1.000308	0.000355						
2460536.840	0.634	0.999990	0.000123						
2460536.850	0.635	0.999999	0.000425						
2460536.860	0.636	1.000267	0.000215						
2460536.870	0.637	1.000288	0.000178						
2460536.880	0.638	1.000298	0.000206						
2460536.890	0.639	1.000019	0.000364						
2460536.900	0.640	1.000268	0.000365						
2460536.910	0.641	0.999980	0.000354						
2460536.920	0.642	1.000068	0.000353						
2460536.930	0.643	1.000251	0.000017						
2460536.940	0.644	1.000328	0.000226						
2460536.950	0.645	1.000381	0.000144						
2460536.960	0.646	1.000237	0.000253						
2460536.970	0.647	1.000363	0.000289						
2460536.980	0.648	0.999818	0.000493						
2460536.990	0.649	1.000156	0.000386						
2460537.000	0.650	1.000261	0.000240						
2460537.010	0.651	1.000246	0.000369						
2460537.020	0.652	1.000264	0.000304						
2460537.030	0.653	1.000236	0.000181						
2460537.040	0.654	1.000144	0.000281						
2460537.050	0.655	1.000006	0.000017						
